mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_activation,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
15.527403116226196,1.2756383419036865,0.008554697036743164,0.0014452934265136719,"(2390,)",relu,"{'hidden_layer_sizes': (2390,), 'activation': 'relu'}",-0.01003914971282674,-0.009229237019145955,-0.009634193365986348,0.00040495634684039206,783,-0.009294238934536821,-0.007934833018140592,-0.008614535976338707,0.0006797029581981145
3.477197527885437,0.28570520877838135,0.0030236244201660156,4.76837158203125e-05,"(200, 150, 100, 300)",relu,"{'hidden_layer_sizes': (200, 150, 100, 300), 'activation': 'relu'}",-0.00620892352663064,-0.006014344178397418,-0.006111633852514029,9.728967411661103e-05,287,-0.005361565062329807,-0.004764116017851072,-0.005062840540090439,0.0002987245222393674
5.981745719909668,0.5860235691070557,0.003621816635131836,0.0002796649932861328,"(150, 250, 250, 300)",relu,"{'hidden_layer_sizes': (150, 250, 250, 300), 'activation': 'relu'}",-0.0047720286536109355,-0.006116033326264197,-0.005444030989937567,0.0006720023363266307,172,-0.003753877609426197,-0.0051665867651504785,-0.004460232187288337,0.0007063545778621407
10.157434105873108,0.511337161064148,0.004004359245300293,1.2040138244628906e-05,"(240, 300)",tanh,"{'hidden_layer_sizes': (240, 300), 'activation': 'tanh'}",-0.009370055902692315,-0.00867757700402922,-0.009023816453360768,0.0003462394493315476,684,-0.008706152665613422,-0.007516798548670357,-0.008111475607141889,0.0005946770584715324
2.5758328437805176,0.1499927043914795,0.0019905567169189453,9.5367431640625e-06,"(150, 100, 100, 300)",relu,"{'hidden_layer_sizes': (150, 100, 100, 300), 'activation': 'relu'}",-0.006249143946012309,-0.007135932752825969,-0.006692538349419139,0.00044339440340683024,382,-0.005520958340554287,-0.006159478973816149,-0.005840218657185218,0.0003192603166309307
8.870312929153442,0.36958765983581543,0.004752397537231445,0.0002753734588623047,"(290, 300)",tanh,"{'hidden_layer_sizes': (290, 300), 'activation': 'tanh'}",-0.011427174718628674,-0.010842268191075886,-0.011134721454852281,0.00029245326377639377,975,-0.010900771757217634,-0.010041248697439848,-0.010471010227328742,0.00042976152988889304
3.227860927581787,0.650115966796875,0.0014837980270385742,0.00048410892486572266,"(210, 190)",relu,"{'hidden_layer_sizes': (210, 190), 'activation': 'relu'}",-0.00829512576908484,-0.006610139208959238,-0.007452632489022039,0.0008424932800628008,489,-0.007740959747307196,-0.005473327656528179,-0.006607143701917687,0.0011338160453895083
13.291297197341919,3.042980909347534,0.009064555168151855,2.6106834411621094e-05,"(2180,)",relu,"{'hidden_layer_sizes': (2180,), 'activation': 'relu'}",-0.011865184266170807,-0.008872752010747314,-0.01036896813845906,0.0014962161277117464,885,-0.011328434650819803,-0.007525416334660211,-0.009426925492740008,0.0019015091580797958
7.372519493103027,1.3131556510925293,0.006081104278564453,1.9073486328125e-05,"(200, 250, 275)",tanh,"{'hidden_layer_sizes': (200, 250, 275), 'activation': 'tanh'}",-0.008616525117940166,-0.013353131575588106,-0.010984828346764137,0.0023683032288239697,957,-0.008080208822807433,-0.012632495859766786,-0.010356352341287109,0.0022761435184796763
3.001332402229309,0.904814600944519,0.0010013580322265625,2.1457672119140625e-06,"(220, 140)",relu,"{'hidden_layer_sizes': (220, 140), 'activation': 'relu'}",-0.008445416323778675,-0.005502964799146909,-0.006974190561462792,0.0014712257623158828,427,-0.00793535439290187,-0.00467277455437544,-0.006304064473638654,0.0016312899192632148
10.675119161605835,0.15542316436767578,0.0045011043548583984,0.0005002021789550781,"(250, 300, 250, 200)",relu,"{'hidden_layer_sizes': (250, 300, 250, 200), 'activation': 'relu'}",-0.0034871195200468427,-0.004057174407059342,-0.0037721469635530924,0.0002850274435062497,8,-0.0029417694270988965,-0.0027718231732357856,-0.002856796300167341,8.497312693155545e-05
3.862465262413025,0.1015397310256958,0.015497326850891113,0.0004962682723999023,"(2240,)",tanh,"{'hidden_layer_sizes': (2240,), 'activation': 'tanh'}",-0.4639906146148305,-0.45642577652484384,-0.46020819556983716,0.0037824190449933237,1288,-0.4634721460903031,-0.46843245968580066,-0.4659523028880519,0.002480156797748767
4.6472320556640625,1.1994447708129883,0.017110466957092285,1.8715858459472656e-05,"(2575,)",tanh,"{'hidden_layer_sizes': (2575,), 'activation': 'tanh'}",-0.46574473610755024,-0.4535219557593427,-0.45963334593344646,0.006111390174103781,1281,-0.46255055816016,-0.46470643094184594,-0.46362849455100297,0.0010779363908429707
7.732105135917664,1.1475814580917358,0.00501406192779541,0.00011169910430908203,"(150, 200, 300)",tanh,"{'hidden_layer_sizes': (150, 200, 300), 'activation': 'tanh'}",-0.010994782416613265,-0.008327145410791457,-0.009660963913702362,0.0013338185029109035,784,-0.010368849449046534,-0.007257556371526625,-0.00881320291028658,0.0015556465387599546
5.673606514930725,0.7858365774154663,0.004000186920166016,2.384185791015625e-07,"(150, 250, 100)",tanh,"{'hidden_layer_sizes': (150, 250, 100), 'activation': 'tanh'}",-0.008633878477382647,-0.009195269222160418,-0.008914573849771533,0.00028069537238888543,670,-0.008069248129688702,-0.00829345909422089,-0.008181353611954795,0.00011210548226609376
28.405330061912537,2.1974250078201294,0.009197354316711426,0.00020420551300048828,"(1145,)",tanh,"{'hidden_layer_sizes': (1145,), 'activation': 'tanh'}",-0.02741847678388302,-0.032001898698782484,-0.02971018774133275,0.0022917109574497312,1184,-0.027305451933498353,-0.031367802356270805,-0.02933662714488458,0.002031175211386226
5.530058026313782,0.7658809423446655,0.001969575881958008,2.9325485229492188e-05,"(160, 320)",relu,"{'hidden_layer_sizes': (160, 320), 'activation': 'relu'}",-0.00718769041151092,-0.00541847934153116,-0.00630308487652104,0.0008846055349898802,318,-0.006439017820394941,-0.004463276610149971,-0.005451147215272456,0.0009878706051224852
9.828621983528137,0.5400146245956421,0.007667899131774902,0.00039136409759521484,"(100, 300, 250, 150)",tanh,"{'hidden_layer_sizes': (100, 300, 250, 150), 'activation': 'tanh'}",-0.006249290833252104,-0.007641005008903058,-0.006945147921077581,0.0006958570878254772,423,-0.005415371488399538,-0.006378760091303819,-0.005897065789851679,0.00048169430145214055
6.639792203903198,0.4224131107330322,0.003931164741516113,3.039836883544922e-05,"(250, 250, 300, 200)",relu,"{'hidden_layer_sizes': (250, 250, 300, 200), 'activation': 'relu'}",-0.006544874914331854,-0.006195734512621271,-0.006370304713476563,0.0001745702008552918,330,-0.005562256612367413,-0.005182790847449577,-0.005372523729908495,0.00018973288245891775
