theta_1,theta_2,theta_3,theta_4
85,108,84,60
70,60,36,0
85,60,12,0
85,60,24,12
90,96,36,12
10,96,72,60
120,72,24,12
100,96,84,36
50,120,96,0
60,96,48,0
40,84,120,120
105,72,48,12
110,120,96,36
65,120,108,48
55,84,48,0
100,108,72,12
50,108,84,0
45,96,84,0
65,84,36,0
60,84,120,108
5,120,72,0
60,120,108,48
100,120,108,12
120,120,96,72
45,96,84,48
55,84,24,0
65,108,84,60
105,84,24,0
5,96,48,0
0,72,72,60
85,72,24,12
0,96,60,12
50,72,72,48
5,72,72,48
5,108,96,60
25,120,120,60
110,84,84,60
90,84,120,108
110,96,36,12
25,84,72,12
40,84,36,0
75,60,24,12
55,96,96,36
65,84,24,12
70,108,96,0
30,96,48,12
80,60,36,0
110,84,60,12
55,120,108,60
80,84,48,0
105,84,36,12
65,84,72,12
15,84,84,60
65,108,84,36
70,96,96,12
75,108,84,60
25,84,84,48
95,120,120,60
30,84,72,60
20,96,72,36
25,120,96,12
120,108,120,108
75,108,72,36
75,60,72,60
100,120,108,60
45,120,72,0
110,96,84,12
20,108,60,0
25,108,72,0
15,120,72,0
35,84,60,12
95,48,12,0
120,108,84,12
90,96,60,0
35,108,48,0
75,120,96,12
115,96,48,0
95,120,120,72
75,84,120,120
25,108,84,48
65,84,36,12
10,96,84,12
40,96,36,0
55,120,120,12
25,84,84,60
20,72,36,0
65,108,108,12
80,72,72,60
45,120,120,48
85,84,24,12
70,120,84,0
75,84,60,0
40,72,120,120
115,72,72,48
45,48,24,12
95,84,84,36
115,120,108,48
0,84,60,0
45,96,84,36
50,108,60,0
100,84,12,0
60,96,84,36
65,72,36,0
40,96,60,0
5,120,84,12
20,84,84,48
100,108,48,0
25,108,96,12
55,84,36,12
20,96,48,0
100,48,12,0
110,96,72,36
25,72,24,12
105,84,72,60
30,96,120,120
95,84,72,60
80,72,12,0
40,120,96,48
105,84,84,48
70,108,60,12
65,84,72,60
55,96,48,12
35,108,96,0
55,60,72,60
60,60,48,0
30,120,96,12
30,96,84,48
115,108,48,0
50,72,24,0
0,96,84,48
85,108,84,0
45,48,12,0
85,72,48,0
100,72,24,0
90,108,84,60
65,36,12,0
70,120,120,48
15,108,96,60
5,84,72,36
40,84,60,0
40,96,72,60
60,96,72,48
50,84,24,12
70,72,36,0
40,108,72,12
80,120,96,12
10,108,72,36
40,84,72,36
10,108,72,12
55,108,72,36
45,96,120,120
105,120,108,12
50,84,72,0
55,84,84,36
80,96,120,108
70,108,72,0
95,84,24,12
80,96,120,120
35,60,36,12
45,72,24,12
55,108,72,12
45,72,84,60
80,96,36,0
10,84,84,60
75,84,96,60
40,60,12,0
50,120,96,48
50,108,84,36
60,120,96,0
75,108,60,0
0,84,36,12
40,96,96,36
20,72,24,12
90,84,12,0
95,96,96,36
75,96,72,12
90,72,24,0
70,120,72,0
10,108,60,0
90,72,36,12
40,120,84,0
100,108,84,12
85,120,84,0
0,84,120,108
110,108,48,0
25,84,60,12
80,84,36,0
120,120,120,108
75,108,84,12
10,84,36,12
20,108,84,12
20,84,48,0
10,84,24,0
100,96,72,12
120,120,84,0
15,96,96,60
110,72,72,48
0,120,72,0
